post_number,user,topic,raw,created_at,reply_to_post_number
144,Steffi84,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),"Dieses Hin und Her, denke ich bringt nichts. Jegliche Einreise sollte endlich sofort gestoppt werden, man kann doch nicht das eigene Land in Gefahr bringen!! Da man doch das eigentliche Problem lösen sollte,was außerhalb Deutschland liegt. Und wenn man da mit der Terrorbekämpfung anfängt, tut man was dagegen und schützt sein eigenes Land so. Aktionen und Hilfe gegen den Terror sind zwar nötig, aber wenn er schon im eigenem Land ist, ist es meistens schon zu spät, wie man bedauerlicherweise immer wieder sehen muss, bsp. Berlin, München…etc. Ich verstehe nicht viel Politik und bin auch nicht interessiert dran. Aber ich finde auf extreme Aktionen müssen auch extreme Reaktionen folgen…",2017-09-02 20:04:10.467677,NULL
145,anonym14,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),"bis auf Punkt 4 und 9 finde ich den Plan gut. Die Bundeswehr sollte nicht im Inneren tätig werden. Man sollte weiterhin Polizei und Bundeswehr getrennt halten. Dies führt nur zur Verwirrung um die Kompetenzen. Mehr Abschiebungen sind auch nicht die Lösung. Im Gegenteil, man sollte Gefährder in Deutschland inhaftieren, dann können sie nichts mehr anstellen in der restlichen Welt. Das kostet sogar insgesamt weniger als die möglichen Folgen. Am Wichigsten sind die Punkte sind 2, 5 und 6. Nach dem jahrelangen Sparen und Stellenstreichen sollte die Polizei wieder aufgestockt werden und zwar soweit, dass nur wenig Überstunden notwendig sind. Prävention und Forschung ist natürlich Grundlage einer jeden Gesellschaft. Der Datenfluss in Europa muss dringend ausgeweitet werden. Jeder muss über alles informiert sein. So hätte sich bisher schon einiges verhindern lassen.",2017-09-03 06:01:45.96039,NULL
146,Calculator,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),"ohne Familiennachzug scheitert eine Integration, jeder möchte doch zusammen mit seiner Familie leben. Was will einer alleine hier. So etwas wollte man doch selbst auch nicht.",2017-09-03 06:41:20.386897,32
147,hotti,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),"Je mehr Flüchtlinge mit dem Recht des Nachzugs kommen um so mehr scheitert die Integration. Grund dafür ist, dass durch die Perspektivlosigkeit die in unserem Land entsteht, Schaden in unserem Land sowie auch für die Flüchtlinge vorprogrammiert ist. Perspektiven sollten im Herkunftland entstehen, was aber schwierig ist, da die korupten Regierungen mit Unterstützung der Industrienationen nur an ihren persönlichen Bereicherungen interessiert sind.",2017-09-03 08:32:23.889251,146
148,Calculator,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),"kann ich so nicht sehen. Wenn Asyl, dann mit Familie. Alles andere hat doch keine Sinn. Asylrecht ist doch ein Grundrecht bei uns. Da stellt sich die Frage nach Nutzen oder Schaden doch gar nicht. Wenn, dann müsste man grundsetzlich das Asylrecht in Frage stellen.",2017-09-03 09:07:27.465714,147
149,fmanu,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),"Im großen und ganzen finde ich den 9-Punkte-Plan recht gut. Was vor allem wichtig ist ist eine schnelle Umsetzung. Ich denke dass das bei uns in Deutschland häufig ein Problem ist. Es wird zu spät reagiert, oder die Umsetzung dauert zu langsam. Gesetzte müssen schneller geändert werden. Punkt 2 sollte schon länger umgesetzt werden, aber ich sehe dass das ewig dauert. Eigentlich sollten in Bamberg zum 1. April 20 neue Stellen besetzt werden. Im Sommer habe ich dann gelesen, dass sich da immer noch nichts getan hat. Wenn es schon genehmigt ist, sollte das auch schneller vorangehen. Leider ist meiner Meinung nach auch mehr Überwachung nötig. Datenschutz hin oder her. Ich persönlich habe kein Problem damit wenn öffentliche Plätze mit Video überwacht werden. Ist schließlich auch zu meiner eigenen Sicherheit und zur Sicherheit meiner Kinder. Punkt 9: Rückführung von Flüchtlingen, die sich hier etwas zu Schulden haben kommen lassen, muss meiner Meinung nach ohne großen bürokratischen Aufwand innerhalb kürzester Zeit erfolgen. Flüchtlinge die sich hier integriert haben und einer Arbeit nachgehen sollten meiner Meinung nach bleiben dürfen. Die nutzen dem Staat mehr als mancher stinkfaule Deutsche der einfach keinen Bock hat zu arbeiten und lieber vom Staat lebt.",2017-09-03 09:09:52.166885,NULL
150,Tosca,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),"Simme den Ausführungen zu. Leider gibt es "" IN KENER PARTEI"" eine Person die Frau Merkel ablösen könnte. Rechtzeitige Säuberung der Konkurrenz ist gelungen. Vielleicht bei der nächsten Wahl ""HERR GUTTENBERG"" ???? Er ist ja schon wieder auf der politishen Bühne aufgetaucht. Junge reiche betrügende Politiker in Zukunft ????",2017-09-03 10:12:40.161981,93
151,Sammy,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),"Hallo Holzwurmpaul! Das könnte gut möglich sein! Weißt Du, ich finde es schon immer schrecklich, wie diese Leute Personen mit anderer Meinung auf Facebook angreifen!. Wird dann nachgefragt, warum sie so reagieren, haben sie keine Argumente mehr, artikulieren in asozialer, oder klinken sich ganz aus. Mit einer vernünftigen Antwort kann bei diesen Personen nicht gerechnet werden. Ich selbst kommentiere aus genau diesem Grund sehr wenig in sozialen Netzwerken. Hier allerdings hatte ich nicht mit solchen Leuten gerechnet! Wenn jemand Merkel weiter wählen will, so habe ich kein Problem damit. Ich muss es deswegen nicht tun!!!",2017-09-03 10:29:37.360137,139
152,Tosca,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),"Frau Merkel hat die Situation, die wir heute in unserem Land mit den Flüchtlingen haben geschaffen. Sie hat die Euro-Mitgliedstaaten (AUS HUMANITÄREN GRÜNDEN ???) in die Entscheidung ( Flüchtlingansturm 2015) nicht mit einbezogen (SELBSTHERRLICH). Nun ist es doch auch nachvollziehbar, das diese Länder Deutschland die auftretende Probleme überlassen.",2017-09-03 10:37:05.285203,17
153,Tosca,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),"Familiennachzug stoppen! Ich würde die jungen Menschen (MEIST JUNGE UNGEBILDETE MÄNNER) in geeigneten Berufen für ihr Heimatland ausbilden und dann in IHRE HEIMATLÄNDER zurückschicken, um den Aufbau ihrer Witschaft zu mobilsieren. Wenn der Familiennachzug nicht wesentlich gestoppt wird befürchte ich sozialen Unfrieden in Deutschland",2017-09-03 10:48:19.753368,146
154,Simon,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),"Dieser Plan erinnert mehr an eine Bekämpfung der Symptome als an eine Bekämpfung der Ursachen. Das Problem des Terrorismus sollte besser an der Wurzel angefasst und im Keim erstickt werden als dass man nachher die Terroristen bekämpft, die sich schon radikalisiert haben.",2017-09-03 11:13:07.276939,NULL
155,Calculator,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),"klingt ja insgesamt gut, aber bei einem genehmigten Asylstatus gibt es logischerweise meist keine Rückführung wegen Verfolgung o.ä. Aber eigentlich geht das alles am eigentlichen Thema vorbei (Terrorbekämpung)...",2017-09-03 11:26:51.478011,153
156,holzwurmpaul,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),"Hallo Sammy ich habe auch noch nie verstehen können,das so viele ihren Müll in solchen Netzwerken auskippen wollen. Auf der einen Seite,wollen sie keine Kameras und auf der gleichen Seite stehen die Leut die all ihren Müll Freiwillig kund tun. Wo ist hier die sogenannte Privats fähre?? Also ich freue mich schon auf heut abend wo die Augsburger Puppenkiste wieder da ist nach vier Jahren. Wo jeder vorher seine Fragen wieder abgeben muss oder soll um bei der Runde wieder die Zuschauer zu veräppeln. Allein schon der Klöppel der sich am liebsten der Merkel auf den Schoss setzen würde Grrrr Grrr Blitz und Donner !!",2017-09-03 13:56:53.110074,151
157,holzwurmpaul,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),Richtig denn der eine würde gerne der andere darf nicht und der andere Sitz irgend wo in einem Aufsichtsrat und zählt seine Tandemen und hat jetzt keine Zeit den so Eilig kann das gar nicht sein .,2017-09-03 14:04:25.356248,140
158,holzwurmpaul,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),"Hallo Calculator wo ist Terror wo wird er bekämpft ich will sofort dahin ;-)) Hast du in der Zeitung gelesen wie viele von den Terroristen wieder nach Deutschland eingeladen wurden ist das nicht TOLL. Die bekommen das in Hundert Jahren nicht hin und dann stellt sich diese Frau ??? hin und sagt wir schaffen das wir haben schon sooo viel geschafft und da muss ich mich wieder fragen,wen meint diese Frau wohl damit denn sie kann es ja nicht gewesen sein denn sie hat sich wieder beim Erdogan ihre Schelde abgeholt ich lach mich kaputt wir schaffen das WAS.",2017-09-03 14:10:04.045686,155
159,holzwurmpaul,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),"Hallo Tosca den haben wir doch schon nur will es keiner war haben. Erst letztens war ein Bericht ich glaube im 2.das ging es um die Russland Deutschen da haben doch einige gesagt,ja als der Kohl noch da war da hat man sich um uns gekümmert und deswegen haben wir ihn gewählt aber da es nun nicht mehr so ist,wählen wir die AFD. Wie ist das mit unseren Schulen,Jahrelang werden Reparaturen vorweg geschoben weil angeblich kein Geld da ist und die Kinder müssen voller Eckel wenn überhaupt auf diese Toiletten gehen. So nun kommen die Fachkräfte wie Merkel sie nennt und Plötzlich ist Geld da da werden spezielle Essen gekocht da dürfen Wirtschaftsflüchtlinge mit dem TAXI zum Arzt fahren selbst wenn er um die Ecke ist und so weiter. Da bekommt doch jeder eine Dicke Krawatte wenn er so was hört. Da werden angebliche Verwandte von Türken in ihrer mit unserem Krankengeld bezahlt oder haben gleich eine Karte womit sie zum Arzt gehen können da bekommen Chinesen Entwicklungshilfe damit sie unsere Sachen besser Kopieren können und vieles mehr. So viele Taschentücher gibt es nicht die man zum Heulen benutzen müsste.",2017-09-03 14:46:06.328364,153
160,holzwurmpaul,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),Wie möchtest du diese Analphabeten ausbilden da muss man bei jedem einen Dolmetscher dabei stellen und selbst da wird es nicht klappen denn es ist doch einfacher Rauschgift und Christel zu verkaufen denn da muss man nicht viel Reden wenn überhaupt.,2017-09-03 14:48:51.556194,153
161,Calculator,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),"welche eingeladenen Terroristen und welchen Zeitungsartikel meinst du denn genau, gib doch mal nen link an, damit ich auch mitreden kann...",2017-09-03 17:23:32.275303,158
162,maus,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),"hinter der ganzen einwanderungspolitik müsste auch ein klares konzept stehen. Die die sich integrieren (Sprache erlernen und dann auch arbeiten gehen, usw.)können ja bleiben, aber die die schon ihre herkunft oder den namen ect. verschweigen, müssen sofort auch wieder dahin, wo sie hergekommen sind",2017-09-03 18:57:34.436186,NULL
163,maus,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),so sehe ich das auch,2017-09-03 18:58:38.308819,154
164,Maria,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),Welche konkreten Vorschläge haben Sie denn ?,2017-09-04 08:38:39.352201,100
165,holzwurmpaul,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),"Hallo Calculator ich sende dir einmal den Link wie ich ihn im Spiegel fand. Hallo, das hier ist interessant – kommt von welt.de: https://www.welt.de/politik/deutschland/video168240821/Al-Nusra-Kaempfer-sollen-als-Fluechtlinge-in-Deutschland-leben.html?wtrid=socialmedia.email.sharebutton Check die Welt: Aktuelle Nachrichten, Hintergründe, Analysen – jetzt auf https://www.welt.de/ V.G.",2017-09-04 14:46:43.852787,161
166,holzwurmpaul,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),Diese oder solche Personen wirst du immer finden keine Ahnung von Nix aber nach dem 3. Bier oh ich ja so Schlau geworden.:sob:,2017-09-04 14:48:54.050301,152
167,Sammy,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),"Hallo holzwurmpaul! Bei Herrn Klöppel merkt man sofort die politische Einstellung! Er hat aber auch etwas sympathisches obwohl er bei manchen Berichten zu einer dramatisch langgezogenen Story neigt!Von der gestrigen ""Augsburger Puppenkiste"", habe ich heute auch schon einiges bei FB gelesen. Interessant fand ich bei einigen Kommentaren, das viele Zuschauer der Sendung, die sich vorher sicher waren, eine der beiden Parteien zu wählen nun umgeschwenkt sind in eine ganz andere Richtung! Doch ich befürchte trotzdem, Merkel wird wieder gewählt!",2017-09-04 15:15:32.439319,156
168,holzwurmpaul,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),"Da muß ich dir leider Recht geben diese zwei Looser waren doch wie zwei Zwillinge und mit dem Klöppel gebe ich dir zu 100% auch Recht es fehlte nur,das er sich der Merkel auf den Schoss gesetzt hätte. Und vor allem was sehr gefehlt hat waren Sach Themen zur inneren Sicherheit oder wie viele Generationen es noch geben wird bis diese Asylanten sich selbst ernähren putzen und Eigenständigkeit Laufen können:rofl: Beantrage du mal eine Hilfe für deine Eltern wenn sie nicht mehr Laufen und mehr nicht mehr können ich wusste nicht das es so viele Ämter gibt wo du als Bittsteller vorsprechen musst und kommt dann so ein Alphabet der bekommt sofort eine Hilfe an die Seite gestellt und alles was er WILL bekommt er sofort :face_with_symbols_over_mouth: Schande:rage:",2017-09-04 15:24:47.81867,167
169,Sammy,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),"Genau das ist es und davor schließen viele die Augen! Allein unserer Rentner, die ein Leben lang voll gearbeitet haben, davon leben viele unter der Armutsgrenze und gehen Leergutflaschen sammeln, damit sie noch ein kleines Geld zusätzlich haben. Ich finde das erbärmlich! Meine Oma die selbst 45 Jahre in die Rentenkasse eingezahlt hatte, Vollzeit gearbeitet hat, 2 Kinder hatte, die von der Mutter meiner Oma groß gezogen wurden bekam eine Rente, mit eingerechnet Witwenrente von 450,- Euro. Wenn meine Oma nicht ihr eigenes Haus welches sie von Ihren Eltern erbte gehabt hätte, weiß ich nicht, wie sie hätte von der Summe leben sollen. Selbst ohne das sie Miete gezahlt hat ist der Betrag viel zu gering zum ""LEBEN"". Meine Oma ist 2002 gestorben, nachdem sie 3 Jahre diese üppige Rente erhalten hat!",2017-09-04 15:37:51.777662,168
170,Afra,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),"Endlich mal konkret etwas unternehmen und nicht alles nur in Ruhe aussitzen, wie es unsere Kanzlerin macht, getreu dem Motto: Kommt Zeit kommz Rat",2017-09-04 15:41:40.699605,164
171,Sammy,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),"Hallo Sudiko! Die Polizei muss nicht nur besser ausgerüstet werden, sondern auch drastisch aufgestockt werden! Die Polizei ist vollkommen überfordert. Zudem sind ihnen gesetzlich gesehen zu sehr die Hände gebunden, was in anderen Ländern besser geregelt ist.",2017-09-04 15:49:45.777929,56
172,holzwurmpaul,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),"Es ist eine Schande und wenn man dann noch diese Schwätzerin aus dem Osten hört ich lebe gerne und Gut in Deutschland dann könnte ich meine Erziehung vergessen und.........:imp: Aber so lange wie es noch gefördert wird das die Armuts Scheere weiter auseinander geht und für jeden der hier in unserem Land nur zum abgreifen kommt und das auch noch teilweise gefördert wird wird sich leider nichts ändern. Ich hoffe nur das irgend wann mal eine Generation kommt die sich das nicht mehr gefallen lässt und auch nicht mehr von dem Geschwätz beeinflussen lässt wie schlecht wir Deutschen doch sind dabei hat jedes Land auf der Welt seine Leichen im Keller liegen nur die werden nicht jedes mal wenn ein Deutscher Hustet hervorgekramt. Schau dir doch mal die Trümmer Frauen an die in Berlin und anderen Großstädten den Schutt von den Alierten weggeräumt haben und heute teilweise noch Leben ist für diese Menschen Geld da :sob: Ist für die Frauen die Kinder großgezogenen haben und nicht Arbeiten durften weil solche Matchos von Ehe Männer es ihnen Verboten haben ?? Kein Cent aber einen Tipp kann ich dir geben wenn es mal so weit ist,werfe deinen Ausweis weg und spreche kein oder nur ein schlechtes Deutsch dann bekommst du alles sogar ein Haus aus Stein :stuck_out_tongue_winking_eye:",2017-09-04 16:16:37.371408,169
173,holzwurmpaul,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),Aussitzen kommt besser an denn das hat sie von ihrem Ziehvater so gelernt. Und als sie darin besser war als Kohl hat sie ihn abgeschossen.:stuck_out_tongue_winking_eye:,2017-09-04 16:22:53.816533,170
174,holzwurmpaul,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),Also ich bin der Meinung wenn die Grünen und die vielen Gut Menschen nicht wie eine Pest auftauchen würden wenn nur das Wort Abschiebung im Raum steht ginge vieles einfacher. Und deswegen sage ich jedem Gut Menschen zwei Asylanten und jedem Grünen Politiker sogar 4 dann wäre vieles vielleicht einfacher!?,2017-09-04 16:43:56.463993,155
175,holzwurmpaul,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),"Hallo birdie die beste Bundeskanzlerin die wir haben können ???? Wer soll das sein ?? Die ihr Volk im Stich lässt wenn es mal eng wird und ganz Deutschland von Asylanten Überfluten lässt und dann noch sagt,wir Schaffen das?? Mich würde mal interessieren wen sie immer mit WIR meint! Also ich würde dir vorschlagen,melde dich an der Ausgabestelle und hole dir dein Kontingent ab und zeige deiner Kanzlerin wie sehr du sie Lieb hast. :heart_eyes:",2017-09-04 16:52:18.137575,6
